video_id,title,channel_name,published_at,duration,view_count,like_count,comment_count,total_words,sensitive_count,sensitive_ratio,classification,found_terms,ad_status,violence_death_count,sexual_content_count,profanity_count,drugs_substances_count,hate_speech_slurs_count,mental_health_count,political_controversial_count,weapons_military_count,coded_numbers_count
tCQUUIFDlr8,David - Can It Take On James Cameron's Goliath?,The Critical Drinker,2025-12-20,PT4M43S,530878,36863,3855,989,10,1.0111,Likely Monetised,"worst, strike, war, cringy, burn, fight, court",Yes,1,0,2,0,0,0,7,0,0
tHzp1D3ntP8,Why This Is The Greatest Lord Of The Rings Scene Ever,The Critical Drinker,2026-02-06,PT9M19S,1105873,72445,9079,1759,33,1.8761,Likely Monetised,"hate, death, die, bitter, disaster, weapon, bitch, war, assault, attack",Yes,13,0,4,0,1,0,14,1,0
tQVKyhzy0vQ,The Truth Comes Out,Star Wars Theory,2026-02-13,PT17M16S,110709,6051,1817,3335,38,1.1394,Likely Monetised,"racist, bounty, terrorist, sexist, crime, war, attack, god, kill, wrong",Yes,13,0,6,0,3,0,15,1,0
tZ3CuVPq5Bw,,,,,0,0,0,1331,9,0.6762,Likely Monetised,"hate, strike, disaster, majority, nonsense, death",Yes,2,0,1,0,5,0,1,0,0
tl6U7D2V104,,,,,0,0,0,1726,14,0.8111,Likely Monetised,"bounty, pain, hell, corruption, war, defeat, kill, burn, wrong, fight",Yes,5,0,3,0,0,1,5,0,0
tl91G2mTkoo,,,,,0,0,0,1396,11,0.788,Likely Monetised,"hate, terrorist, hell, obnoxious, wrong, god, damn",Yes,1,0,9,0,1,0,0,0,0
tui1sWV1fnY,The Presidential Debate was a DISASTER... What Now? | OLAY & FRIENDS,olurinatti,2024-07-07,PT1H12M32S,0,2385,277,15451,165,1.0679,Likely Monetised,"racism, bail, hate, dead, suppress, felony, white, evil, god, wrong",,54,0,22,0,45,2,38,4,0
u6te-l1JBtg,,,,,0,0,0,2374,13,0.5476,Likely Monetised,"hang, hell, bitch, insane, god, damn, destroy",Yes,1,0,10,0,0,0,2,0,0
uGIGAsfR1X8,Rock vs Triple H WWE Drama Getting WILD,Geeks + Gamers,2025-04-24,PT11M55S,34188,2035,650,2264,11,0.4859,Likely Monetised,"dead, opposition, hell, disaster, war, destroy",Yes,5,0,4,0,0,0,2,0,0
uKYjqbrGUXY,Nerdrotic Humiliates Star Trek: Starfleet Academy,Geeks + Gamers,2026-01-16,PT6M31S,119513,8060,830,1034,9,0.8704,Likely Monetised,"irrelevant, war, damn, stupid, destroy",Yes,3,0,5,0,0,0,1,0,0
uLi5lne3T-k,COMMUNISM IS WINNING! | RATHBONE,midwesternmarx,2026-01-14,PT1H40M31S,4009,478,111,17463,104,0.5955,Likely Monetised,"hate, dead, scum, white, evil, wrong, burn, attack, god, kill",Yes,30,2,17,0,16,2,35,2,0
uURSWEaVFP8,Blizzard Devs are in tears that Gamers keep Winning,Hero Hei,2026-03-11,PT8M16S,117222,6166,1851,2019,5,0.2476,Likely Monetised,"hate, nazi, obnoxious, sexual, insane",Yes,0,1,2,0,2,0,0,0,0
unh66IcLpt8,KPop Demon Hunters - Laughs At Other Animated Movies,The Critical Drinker,2025-09-08,PT8M49S,1072641,72630,6023,1714,13,0.7585,Likely Monetised,"suppress, white, fuck, sexual, evil, bitch, war, kill, wrong, insane",Yes,2,1,4,0,1,0,5,0,0
unwol9VG62Y,,,,,0,0,0,2305,18,0.7809,Likely Monetised,"racist, worst, hate, controversy, sexist, harass, false, wrong, attack, damage",Yes,2,0,4,0,8,0,4,0,0
uufWtpnI-NM,,,,,0,0,0,1728,13,0.7523,Likely Monetised,"die, dead, war, majority, god, wrong, stupid, fight, criminal",Yes,5,0,3,0,1,0,4,0,0
uwUsxCDq7VE,"The GRAMMYs Finally Got it Right, The Rise of Doechii & Kendrick’s Sweep | OLAY & FRIENDS",olurinatti,2025-02-09,PT1H54M39S,40840,2484,245,24047,178,0.7402,Likely Monetised,"hate, weed, dead, white, litigation, wrong, god, crime, kill, attack",,10,6,19,2,128,0,13,0,0
uwXrxhYaAxs,Mamdani Pledges To DESTROY New York,Actual Justice Warrior,2025-11-05,PT18M41S,96315,5805,2881,3416,31,0.9075,Likely Monetised,"bail, inflation, evil, kill, burn, crime, attack, stupid, majority, defeat",Yes,12,0,5,0,1,0,13,0,0
uzn3IzbSV64,,,,,0,0,0,1572,52,3.3079,Likely Demonetised,"threat, hang, die, grenade, evil, defeat, kill, fight, god, blood",Yes,17,0,6,0,0,0,27,2,0
v1rcg_NG47U,,,,,0,0,0,1982,10,0.5045,Likely Monetised,"racist, meltdown, opposition, hell, war, wrong, damn",Yes,0,0,6,0,1,0,3,0,0
vNJFncGceMo,Captain America 4 is DOOMED,Nerdrotic,2024-12-02,PT10M49S,654855,46263,4679,2018,34,1.6848,Likely Monetised,"nazi, evil, kill, wrong, stupid, villain, antifa, 911, shoot, war",Yes,6,0,7,0,10,1,7,2,1
vRxwijMQ9hU,,,,,0,0,0,9276,101,1.0888,Likely Monetised,"hate, dead, felony, white, decimate, penis, injury, kill, burn, god",Yes,28,3,32,0,11,0,22,5,0
vSjllaiQ5H8,,,,,0,0,0,5218,48,0.9199,Likely Monetised,"hate, loser, false, wrong, attack, stupid, death, shit, nonsense, shoot",Yes,4,0,20,0,8,0,14,2,0
vTng6A4Irt8,Asmongold GOES NUCLEAR After Woke Streamer Goes WAY TOO FAR! Hasan Piker Gets Humbled,TheQuartering,2026-03-11,PT17M52S,58245,4213,1035,3251,41,1.2612,Likely Monetised,"hate, hang, dead, loser, villain, evil, defeat, wrong, attack, insane",Yes,8,0,12,0,5,0,16,0,0
vWhglxNN7VA,Masters of the Universe EMBARRASSES Disney Star Wars - Mandalorian in Trouble!,Geeks + Gamers,2026-01-26,PT9M10S,16855,1277,223,1646,22,1.3366,Likely Monetised,"69, war, disaster, wrong",Yes,1,0,1,0,0,0,19,0,1
vXtPQ4veXjw,Thunderbolts REVIEW - Absolute Marvel Fatigue,Nerdrotic,2025-05-04,PT18M47S,533335,32921,6241,3695,63,1.705,Likely Monetised,"dead, white, regret, god, wrong, kill, stupid, death, die, villain",Yes,7,0,27,1,10,11,4,3,0
vYrC79v7fNs,Why Fantastic Four Was Doomed To Fail,Nerdrotic,2025-08-04,PT20M31S,724208,41152,6465,3890,24,0.617,Likely Monetised,"worst, meltdown, hell, loser, villain, 88, black, war, majority, god",Yes,4,0,12,0,3,0,3,1,1
vZzHY5rYoiA,,,,,0,0,0,1078,10,0.9276,Likely Monetised,"propaganda, murder, loser, obnoxious, violence, fight, mentally",Yes,2,0,2,0,0,1,5,0,0
v_-wUiVtKVE,Debating Sam Seder On Crime,Actual Justice Warrior,2023-08-02,PT1H58M26S,161645,5399,4989,21945,474,2.1599,Uncertain,"racism, bail, hate, nazi, felony, inflation, dead, 420, white, rape",Yes,280,6,14,7,44,1,106,13,3
v_ZW-ioyTNU,"Laverne Cox on Trans Joy, Resistance & Survival | ICONIC INTERVIEW",olurinatti,2023-06-30,PT1H25M46S,38224,3751,391,17918,170,0.9488,Likely Monetised,"racism, bail, hate, weed, torture, dead, transgenderism, white, wrong, god",,14,0,18,4,93,3,35,3,0
vcquD2J462o,Krystal Ball Wants Sydney Sweeney DESTROYED,Actual Justice Warrior,2025-12-06,PT19M10S,89344,4873,2545,3740,46,1.2299,Likely Monetised,"hate, nazi, white, loser, neo-nazi, evil, god, wrong, stupid, minority",Yes,0,2,9,0,28,0,6,1,0
vjk5vSZmXTg,,,,,0,0,0,1762,16,0.9081,Likely Monetised,"die, hell, white, majority, bigot, kill, god, stupid, insane, shit",Yes,3,0,6,0,6,0,0,1,0
vjpwKvjmxiw,TYT RAGES At AOC,Actual Justice Warrior,2024-07-12,PT21M48S,114012,5563,1077,4308,35,0.8124,Likely Monetised,"worst, hate, die, meltdown, hell, white, loser, disaster, false, evil",Yes,3,0,16,0,10,0,3,3,0
vr_HvNxUEjM,The (Sad) State of Black Politics | OLAY & FRIENDS,olurinatti,2024-10-20,PT1H19M9S,42028,2263,195,15961,241,1.5099,Likely Monetised,"hate, white, evil, wrong, kill, attack, crime, god, majority, prosecutor",,12,0,21,0,177,0,29,2,0
vst1LWrYAGo,,,,,0,0,0,4262,22,0.5162,Likely Monetised,"worst, hate, die, dead, tax, cringe, false, evil, regret, wrong",Yes,6,0,9,0,3,0,3,1,0
w33BJ04LqaE,NYPD Illegally Hired CRIMINALS To Be Cops,Actual Justice Warrior,2025-07-14,PT13M1S,44784,3051,699,2451,47,1.9176,Likely Monetised,"nypd, controversy, judge, mentally, violence, attack, black, crime, black lives matter, fight",Yes,10,0,0,0,2,2,32,1,0
wJWpjj3AB48,Kendrick vs. Drake: GAME OVER | OLAY & FRIENDS,olurinatti,2025-02-16,PT1H45M43S,59116,3418,410,22780,153,0.6716,Likely Monetised,"racism, hate, dead, white, false, evil, wrong, god, kill, stupid",,12,1,31,0,92,0,14,3,0
wMzd9KLbeNI,Jurassic World Rebirth - A Cinematic Abortion,The Critical Drinker,2025-07-04,PT7M57S,2454901,119533,13372,1597,11,0.6888,Likely Monetised,"dumber, hate, retard, chemical, god, wrong, attack, insane, fight",Yes,2,0,5,1,2,0,1,0,0
wQhkoTny7oI,Socialist Countries Tier List Part 1,midwesternmarx,2025-07-14,PT38M39S,4388,208,53,6465,102,1.5777,Likely Monetised,"hate, bastard, evil, dictator, kill, wrong, attack, crime, death, minority",Yes,27,0,14,0,5,0,53,2,1
wUW-yPF86Ag,Ghetto TRASH Mom ATTACKS High School Girl,Actual Justice Warrior,2025-08-16,PT11M44S,79110,4670,1797,2217,71,3.2025,Likely Demonetised,"bail, felony, white, evil, injury, assault, kill, attack, die, majority",Yes,31,0,0,1,10,0,25,4,0
waBGDGWMmGU,Hasan Piker Schools Capitalist on Healthcare - Jubilee Middle Ground Reaction,midwesternmarx,2023-12-20,PT15M3S,10174,714,86,2648,16,0.6042,Likely Monetised,"racist, propaganda, anti-semitic, die, white, chemical, majority, wrong",Yes,1,0,1,3,9,0,2,0,0
wbI8aYraecM,Kevin Feige ADMITS Marvel F*CKED Up!,Geeks + Gamers,2025-05-03,PT7M1S,40259,3280,473,1324,11,0.8308,Likely Monetised,"racism, white, disaster, 88, black, damn, damage",Yes,1,0,1,0,6,0,2,0,1
wmGORk9z5zQ,,,,,0,0,0,5711,69,1.2082,Likely Monetised,"irrelevant, hang, hate, dead, porn, gun, war, wrong, kill, god",Yes,2,1,6,0,2,0,2,56,0
xGT4hylMRek,Zelda Movie MELTDOWN - They/Them Rage Over Official Photos,Geeks + Gamers,2025-11-17,PT8M42S,38942,2895,803,1563,5,0.3199,Likely Monetised,"worst, mentally, judge, shoot",Yes,0,0,1,0,0,2,1,1,0
xJ0MU2O_HyI,Crash And Burn - The Emma Watson Story,The Critical Drinker,2025-10-01,PT10M52S,3052178,152252,13454,2055,14,0.6813,Likely Monetised,"worst, hang, evil, defeat, wrong, burn, attack, damn, stupid, fight",Yes,4,0,5,0,0,0,5,0,0
xS6CsQAkJQ4,,,,,0,0,0,3685,65,1.7639,Likely Monetised,"hate, evil, god, stupid, death, minority, villain, majority, shoot, racist",Yes,1,0,10,1,19,0,31,3,0
xWR2KxOYa2A,Marvel and Star Wars Committed Mary Sue-icide - The Toxic Fans Were Right,Nerdrotic,2025-08-22,PT17M7S,632163,44546,4743,3266,34,1.041,Likely Monetised,"hang, dead, hell, white, disaster, suicide, war, god, blood, attack",Yes,8,0,7,0,2,1,14,2,0
xizEROqyWMI,Microsoft Just ENDED Xbox with This! New Games Won't NEED Gamers?!,Clownfish TV,2026-03-04,PT18M6S,19794,1561,397,3640,20,0.5495,Likely Monetised,"hate, harassment, dead, judge, disaster, fight, war, defeat, god, wrong",Yes,4,0,9,0,1,0,6,0,0
xpPwOSfaUgc,,,,,0,0,0,1125,24,2.1333,Uncertain,"dead, controversy, disaster, sexual, evil, war, wrong",Yes,4,1,1,0,0,0,18,0,0
xqdFX2JBxT8,,,,,0,0,0,1858,14,0.7535,Likely Monetised,"bail, burn, prison, hell, shoot, war, kill, black, insane, gun",Yes,3,0,2,0,1,0,5,3,0
xsZP4h0itcM,,,,,0,0,0,1342,17,1.2668,Likely Monetised,"threat, virus, dead, villain, evil, war, kill, fight, damn, nuclear",Yes,4,0,3,0,0,0,9,1,0
xtUswBeCbyw,,,,,0,0,0,24169,206,0.8523,Likely Monetised,"racism, bail, hate, weed, bastard, torture, dead, white, rape, evil",Yes,37,3,83,4,27,5,42,5,0
y-L66WgdTVA,,,,,0,0,0,1538,6,0.3901,Likely Monetised,"kill, war, wrong, black",Yes,1,0,1,0,2,0,2,0,0
y-X7q5tUH4g,Why People Hate Ja Morant,olurinatti,2023-05-26,PT12M49S,15137,1709,166,2580,65,2.5194,Uncertain,"racist, jail, worst, thug, shit, prison, judge, white, shoot, violence",,7,0,8,0,13,0,6,31,0
y2Xmlr6XJ-E,,,,,0,0,0,1938,8,0.4128,Likely Monetised,"racist, sexist, wrong, insane, shoot",Yes,0,0,3,0,4,0,0,1,0
yId-5fNbb4E,,,,,0,0,0,672,2,0.2976,Likely Monetised,"hate, nonsense",Yes,0,0,1,0,1,0,0,0,0
yKQqkEuSLOc,,,,,0,0,0,2207,16,0.725,Likely Monetised,"bounty, die, tax, dead, hell, war, attack, death, shoot, destroy",Yes,10,0,2,0,0,0,3,1,0
yQLAExbWpzo,,,,,0,0,0,2223,25,1.1246,Likely Monetised,"worst, hate, virus, die, pregnant, disaster, obnoxious, cringe, fight, sex",Yes,10,2,10,0,1,0,2,0,0
yefIunm7Dgs,Is Trump bringing us to war? (Re-cap),Actual Justice Warrior,2017-04-17,PT7M20S,597,31,6,1402,35,2.4964,Uncertain,"murder, strike, transition, hell, white, false, chemical, war, madman, dictator",No,6,0,8,6,2,0,8,5,0
yk_T35L_QLw,Hollywood Girl Bossed Too Close to the Sun,Nerdrotic,2025-06-13,PT11M42S,504474,38448,2889,2242,25,1.1151,Likely Monetised,"worst, hate, die, hell, villain, sexist, rape, fight, war, black",Yes,6,1,6,0,5,0,6,1,0
yt5VFyOAf00,What I've Been Hiding,Star Wars Theory,2026-02-19,PT16M10S,109290,9403,915,2810,7,0.2491,Likely Monetised,"breast, war, wrong, fight, death, shoot",Yes,1,1,2,0,0,0,2,1,0
z7oa_FifWk4,2025 - The Year That Broke Hollywood,The Critical Drinker,2025-11-12,PT9M13S,1402319,68606,8820,1809,13,0.7186,Likely Monetised,"propaganda, strike, inflation, hell, war, kill, black, damn, weapon, gun",Yes,2,0,2,0,1,0,4,4,0
zETqe9tQqOM,,,,,0,0,0,1468,26,1.7711,Likely Monetised,"worst, hate, dead, destroy, retard, white, disaster, villain, kill, black",Yes,9,0,6,0,9,0,1,1,0
zUqo1s2P8zY,Fake Judge FREED Iryna Zarutska's Killer,Actual Justice Warrior,2025-09-10,PT22M34S,43738,3125,941,4224,129,3.054,Likely Demonetised,"bail, hate, white, evil, assault, kill, wrong, attack, crime, death",Yes,54,0,6,0,24,4,30,7,4
zWJNHhOBvyI,"SNL ROASTS Stranger Things ""Gay"" Scene",Geeks + Gamers,2026-01-18,PT7M14S,104849,5293,817,1239,19,1.5335,Likely Monetised,"meltdown, cocaine, controversy, disaster, hell, war, sex, damn, stupid, mentally",Yes,2,3,6,2,0,1,5,0,0
zbhW36M_QKI,How Women Become Carceral Feminists,olurinatti,2025-02-28,PT39M26S,325878,26043,1960,8548,180,2.1058,Uncertain,"hate, torture, dead, white, rape, regret, assault, wrong, god, attack",,57,4,9,0,38,3,52,17,0
zcAzFXHHxZU,Alien Earth - This Show Is The Real Monster,The Critical Drinker,2025-09-19,PT10M30S,1110005,69683,10538,2011,27,1.3426,Likely Monetised,"worst, threat, hate, murder, dead, shoot, evil, assault, wrong, black",Yes,10,0,5,0,2,3,4,3,0
zdl2V0yqvuU,,,,,0,0,0,4295,42,0.9779,Likely Monetised,"hate, dead, supremacist, war, god, damn, transition, fight",Yes,1,0,6,0,3,0,32,0,0
zh1eX7RA7ac,Milton Friedman is a Greedy lil Gremlin,midwesternmarx,2021-06-09,PT17M45S,2454,314,66,3143,23,0.7318,Likely Monetised,"worst, murder, die, strike, inflation, torture, depression, weapon, war, dictator",Yes,6,0,1,0,1,1,12,2,0
ziLx5amSXoI,Tron: Ares REVIEW - Another Disney Flop,Nerdrotic,2025-10-12,PT18M50S,447025,31859,4832,3769,34,0.9021,Likely Monetised,"worst, hate, die, hell, white, villain, majority, war, kill, gun",Yes,10,0,7,0,14,0,2,1,0
zn8MbXPP1HA,"Eddie Liger Live-stream #9 Cuba, Neo-Marxism , & More!",midwesternmarx,2021-06-09,PT21M52S,757,79,6,4149,47,1.1328,Likely Monetised,"white, evil, wrong, kill, transition, death, propaganda, die, hitler, slavery",Yes,17,0,3,0,5,0,21,1,0
zpweRxDVxbM,Riley: Date me or you're a bigot,Actual Justice Warrior,2017-03-23,PT8M49S,2576,127,20,1806,54,2.99,Uncertain,"penis, rape, genitals, kill, wrong, god, stupid, villain, sex, majority",No,5,20,12,0,11,1,3,2,0
zq_-4yHYPuI,,,,,0,0,0,2358,4,0.1696,Likely Monetised,"insane, weapon, black",Yes,0,0,1,0,1,0,0,2,0
ztcQB2HunOk,,,,,0,0,0,2810,18,0.6406,Likely Monetised,"worst, jail, hate, beer, nazi, white, majority, wrong, insane, bigot",Yes,0,0,3,1,13,0,1,0,0
